passenger_id,survived,pclass,name,sex,age,Depart date,Arrive date,t_no,fare,cabin_no,embarked
WL-PV-21066,1,2nd,Paxton Lawrence,Male,36,01-02-2014,12-Jul-17,D25525,"£60,418.00",CLS-162,Valencia
WL-PV-21067,5,3rd,Lauren Hoffman,Male,41,02-02-2014,13-Jul-17,B45913,"£29,568.00",GEN-206,Qran
WL-PV-21068,5,2nd,Steven Cross,Female,33,03-02-2014,14-Jul-17,P14823,"£56,813.00",PVT-196,Nador
WL-PV-21069,2,1st,Nayeli Pruitt,Male,49,04-02-2014,15-Jul-17,Y98585,"£37,921.00",CLS-163,Malaga
WL-PV-21070,1,1st,Gatlin Oliver,Female,43,05-02-2014,16-Jul-17,C21583,"£67,817.00",GEN-207,Palma
WL-PV-21071,4,3rd,Camille Chase,Female,43,06-02-2014,17-Jul-17,V54163,"£50,696.00",PVT-197,Algeris
WL-PV-21072,2,2nd,Otis Vu,Male,41,07-02-2014,18-Jul-17,K26526,"£69,892.00",CLS-164,Badalona
WL-PV-21073,2,3rd,Kimora Conrad,Male,48,08-02-2014,19-Jul-17,L12596,"£67,213.00",GEN-208,Jijel
WL-PV-21074,0,2nd,Dilan Terry,Female,50,09-02-2014,20-Jul-17,E25457,"£70,265.00",PVT-198,Nice
WL-PV-21075,0,1st,Wren Arellano,Male,36,10-02-2014,21-Jul-17,R26494,"£61,967.00",CLS-165,Annaba
WL-PV-21076,6,1st,Kellan Ballard,Female,56,11-02-2014,22-Jul-17,A65564,"£43,439.00",GEN-209,Bizerte
WL-PV-21077,3,3rd,Alejandra Fitzgerald,Female,47,12-02-2014,23-Jul-17,D25526,"£55,135.00",PVT-199,Tunis
WL-PV-21078,3,2nd,Peyton Ware,Male,43,13-02-2014,24-Jul-17,B45914,"£39,181.00",CLS-166,Sfax
WL-PV-21079,4,3rd,Eileen Gonzales,Male,43,14-02-2014,25-Jul-17,P14824,"£73,674.00",GEN-210,Venice
WL-PV-21080,0,2nd,Brayden Terrell,Female,56,15-02-2014,26-Jul-17,Y98586,"£77,487.00",PVT-200,Zliten
WL-PV-21081,0,1st,Paityn Butler,Male,53,16-02-2014,27-Jul-17,C21584,"£35,994.00",CLS-167,Palermo
WL-PV-21082,6,1st,Ryder Reyes,Female,49,17-02-2014,28-Jul-17,V54164,"£79,589.00",GEN-211,Zawiya
WL-PV-21083,3,3rd,Audrey Hood,Female,57,18-02-2014,29-Jul-17,K26527,"£63,217.00",PVT-201,Cherbourg
WL-PV-21084,2,2nd,Brixton Truong,Male,42,19-02-2014,30-Jul-17,L12597,"£76,974.00",CLS-168,Southampton
WL-PV-21085,4,3rd,Judith Estes,Male,33,20-02-2014,31-Jul-17,E25458,"£46,730.00",GEN-212,Manchester
WL-PV-21086,1,2nd,Hakeem Hood,Female,51,21-02-2014,01-Aug-17,R26495,"£77,317.00",PVT-202,Paris
WL-PV-21087,1,1st,Briana Moody,Male,43,22-02-2014,02-Aug-17,A65565,"£36,702.00",CLS-169,London
WL-PV-21088,1,1st,Ryland Wu,Female,57,23-02-2014,03-Aug-17,D25527,"£44,045.00",GEN-213,Queenstown
WL-PV-21089,6,3rd,Liana Morrow,Female,45,24-02-2014,04-Aug-17,B45915,"£76,500.00",PVT-203,Naples
WL-PV-21090,5,2nd,Kyree Morris,Male,48,25-02-2014,05-Aug-17,P14825,"£25,156.00",CLS-170,Pula
WL-PV-21091,0,3rd,Genesis Holland,Male,45,26-02-2014,06-Aug-17,Y98587,"£69,006.00",GEN-214,Rome
WL-PV-21092,3,2nd,Brady Holland,Female,46,27-02-2014,07-Aug-17,C21585,"£73,402.00",PVT-204,Valencia
WL-PV-21093,1,1st,Mariah Cooper,Male,30,28-02-2014,08-Aug-17,V54165,"£33,577.00",CLS-171,Qran
WL-PV-21094,6,1st,Jonathan Tang,Female,51,01-03-2014,09-Aug-17,K26528,"£59,240.00",GEN-215,Nador
WL-PV-21095,6,3rd,Belle Woodward,Female,36,02-03-2014,10-Aug-17,L12598,"£25,136.00",PVT-205,Malaga
WL-PV-21096,2,2nd,Jeremias Reese,Male,34,03-03-2014,11-Aug-17,E25459,"£73,181.00",CLS-172,Palma
WL-PV-21097,5,3rd,Rosemary Guerra,Male,58,04-03-2014,12-Aug-17,R26496,"£58,074.00",GEN-216,Algeris
WL-PV-21098,2,2nd,Leland Walters,Female,47,05-03-2014,13-Aug-17,A65566,"£77,536.00",PVT-206,Badalona
WL-PV-21099,6,1st,Samara Hayes,Male,49,06-03-2014,14-Aug-17,D25528,"£21,957.00",CLS-173,Jijel
WL-PV-21100,5,1st,Legend Galvan,Female,48,07-03-2014,15-Aug-17,B45916,"£24,729.00",GEN-217,Nice
WL-PV-21101,6,3rd,Dallas Berg,Female,30,08-03-2014,16-Aug-17,P14826,"£60,419.00",PVT-207,Annaba
WL-PV-21102,4,2nd,Cayson Woodward,Male,44,09-03-2014,17-Aug-17,Y98588,"£46,228.00",CLS-174,Bizerte
WL-PV-21103,1,3rd,Drew Kemp,Male,57,10-03-2014,18-Aug-17,C21586,"£75,916.00",GEN-218,Tunis
WL-PV-21104,2,2nd,Melvin Shepard,Female,41,11-03-2014,19-Aug-17,V54166,"£22,301.00",PVT-208,Sfax
WL-PV-21105,1,1st,Noor Griffin,Male,59,12-03-2014,20-08-2017,K26529,"£72,903.00",CLS-175,Venice
WL-PV-21106,0,1st,Ayden Ware,Female,55,13-03-2014,21-08-2017,L12599,"£37,930.00",GEN-219,Zliten
WL-PV-21107,4,3rd,Eileen Hubbard,Female,34,14-03-2014,22-08-2017,E25460,"£47,938.00",PVT-209,Palermo
WL-PV-21108,5,2nd,Forrest Lawson,Male,46,15-03-2014,23-08-2017,R26497,"£63,229.00",CLS-176,Zawiya
WL-PV-21109,2,3rd,Phoebe Morton,Male,57,16-03-2014,24-08-2017,A65567,"£77,102.00",GEN-220,Cherbourg
WL-PV-21110,0,2nd,Roland Cortez,Female,42,17-03-2014,25-08-2017,D25529,"£46,442.00",PVT-210,Southampton
WL-PV-21111,4,1st,Haven Collins,Male,40,18-03-2014,26-08-2017,B45917,"£75,390.00",CLS-177,Manchester
WL-PV-21112,4,1st,Miles Adkins,Female,49,19-03-2014,27-08-2017,P14827,"£54,730.00",GEN-221,Paris
WL-PV-21113,0,3rd,Emelia Jaramillo,Female,47,20-03-2014,28-08-2017,Y98589,"£40,820.00",PVT-211,London
WL-PV-21114,5,2nd,Riggs Coleman,Male,52,21-03-2014,29-08-2017,C21587,"£77,346.00",CLS-178,Queenstown
WL-PV-21115,4,3rd,Julia Hunter,Male,37,22-03-2014,30-08-2017,V54167,"£57,922.00",GEN-222,Naples
WL-PV-21116,2,2nd,Archer Norris,Female,58,23-03-2014,31-08-2017,K26530,"£49,412.00",PVT-212,Pula
WL-PV-21117,1,1st,Arielle Olsen,Male,40,24-03-2014,01-09-2017,L12600,"£55,685.00",CLS-179,Rome
WL-PV-21118,3,1st,Skyler Miles,Female,45,25-03-2014,02-09-2017,E25461,"£50,559.00",GEN-223,Valencia
WL-PV-21119,5,3rd,Alessandra West,Female,59,26-03-2014,03-09-2017,R26498,"£55,764.00",PVT-213,Qran
WL-PV-21120,6,2nd,Diego Parra,Male,31,27-03-2014,04-09-2017,A65568,"£36,925.00",CLS-180,Nador
WL-PV-21121,4,3rd,Dalary Guerra,Male,36,28-03-2014,05-09-2017,D25530,"£67,461.00",GEN-224,Malaga
WL-PV-21122,3,2nd,Leland Hamilton,Female,30,29-03-2014,06-09-2017,B45918,"£26,470.00",PVT-214,Palma
WL-PV-21123,3,1st,Mackenzie Fitzpatrick,Male,38,30-03-2014,07-09-2017,P14828,"£38,567.00",CLS-181,Algeris
WL-PV-21124,5,1st,Blaze Weiss,Female,50,31-03-2014,08-09-2017,Y98590,"£46,897.00",GEN-225,Badalona
WL-PV-21125,6,3rd,Lennox Solis,Female,37,01-04-2014,09-09-2017,C21588,"£78,295.00",PVT-215,Jijel
WL-PV-21126,0,2nd,Ronin Hull,Male,55,02-04-2014,10-09-2017,V54168,"£63,574.00",CLS-182,Nice
WL-PV-21127,4,3rd,Andi Espinoza,Male,50,03-04-2014,11-09-2017,K26531,"£70,483.00",GEN-226,Annaba
WL-PV-21128,2,2nd,Dallas Vang,Female,45,04-04-2014,12-09-2017,L12601,"£38,053.00",PVT-216,Bizerte
WL-PV-21129,5,1st,Madisyn Barnes,Male,46,05-04-2014,13-09-2017,E25462,"£27,187.00",CLS-183,Tunis
WL-PV-21130,0,1st,Damian Coleman,Female,47,06-04-2014,14-09-2017,R26499,"£68,059.00",GEN-227,Sfax
WL-PV-21131,4,3rd,Julia Guzman,Female,33,07-04-2014,15-09-2017,A65569,"£61,206.00",PVT-217,Venice
WL-PV-21132,6,2nd,Jude Phillips,Male,51,08-04-2014,16-09-2017,D25531,"£44,488.00",CLS-184,Zliten
WL-PV-21133,1,3rd,Naomi Willis,Male,56,09-04-2014,17-09-2017,B45919,"£34,268.00",GEN-228,Palermo
WL-PV-21134,4,2nd,Remington Kennedy,Female,41,10-04-2014,18-09-2017,P14829,"£26,573.00",PVT-218,Zawiya
WL-PV-21135,1,1st,Brianna Coleman,Male,57,11-04-2014,19-09-2017,Y98591,"£72,164.00",CLS-185,Cherbourg
WL-PV-21136,2,1st,Micah Thomas,Female,33,12-04-2014,20-09-2017,C21589,"£33,241.00",GEN-229,Southampton
WL-PV-21137,1,3rd,Elizabeth Bonilla,Female,41,13-04-2014,21-09-2017,V54169,"£74,879.00",PVT-219,Manchester
WL-PV-21138,5,2nd,Aden Randall,Male,33,14-04-2014,22-09-2017,K26532,"£60,931.00",CLS-186,Paris
WL-PV-21139,4,3rd,Christina Torres,Male,45,15-04-2014,23-09-2017,L12602,"£28,906.00",GEN-230,London
WL-PV-21140,2,2nd,Jayden Herrera,Female,58,16-04-2014,24-09-2017,E25463,"£39,520.00",PVT-220,Queenstown
WL-PV-21141,2,1st,Ximena Strickland,Male,50,17-04-2014,25-09-2017,R26500,"£40,007.00",CLS-187,Naples
WL-PV-21142,5,1st,Keegan Cooper,Female,57,18-04-2014,26-09-2017,A65570,"£25,131.00",GEN-231,Pula
WL-PV-21143,4,3rd,Serenity Gardner,Female,50,19-04-2014,27-09-2017,D25532,"£51,388.00",PVT-221,Rome
WL-PV-21144,2,2nd,Alan Cantu,Male,45,20-04-2014,28-09-2017,B45920,"£71,760.00",CLS-188,Valencia
WL-PV-21145,0,3rd,Galilea McCall,Male,56,21-04-2014,29-09-2017,P14830,"£76,895.00",GEN-232,Qran
WL-PV-21146,4,2nd,Kiaan Bentley,Female,31,22-04-2014,30-09-2017,Y98592,"£50,197.00",PVT-222,Nador
WL-PV-21147,3,1st,Jaylin Duffy,Male,34,23-04-2014,01-10-2017,C21590,"£47,532.00",CLS-189,Malaga
WL-PV-21148,2,1st,Kyng McMillan,Female,44,24-04-2014,02-10-2017,V54170,"£58,199.00",GEN-233,Palma
WL-PV-21149,6,3rd,Oakleigh Cross,Female,31,25-04-2014,03-10-2017,K26533,"£50,869.00",PVT-223,Algeris
WL-PV-21150,6,2nd,Fabian Howell,Male,50,26-04-2014,04-10-2017,L12603,"£56,765.00",CLS-190,Badalona
WL-PV-21151,4,3rd,Mckenna Hebert,Male,30,27-04-2014,05-10-2017,E25464,"£48,304.00",GEN-234,Jijel
WL-PV-21152,5,2nd,Guillermo Raymond,Female,31,28-04-2014,06-10-2017,R26501,"£27,242.00",PVT-224,Nice
WL-PV-21153,6,1st,Hadlee Macdonald,Male,46,29-04-2014,07-10-2017,A65571,"£56,698.00",CLS-191,Annaba
WL-PV-21154,0,1st,Hugh Johns,Female,33,30-04-2014,08-10-2017,D25533,"£47,214.00",GEN-235,Bizerte
WL-PV-21155,3,3rd,Giovanna Hester,Female,59,01-05-2014,09-10-2017,B45921,"£33,611.00",PVT-225,Tunis
WL-PV-21156,3,2nd,Rene Fisher,Male,44,02-05-2014,10-10-2017,P14831,"£67,107.00",CLS-192,Sfax
WL-PV-21157,0,3rd,Arya Aguirre,Male,40,03-05-2014,11-10-2017,Y98593,"£69,194.00",GEN-236,Venice
WL-PV-21158,2,2nd,Andy Hebert,Female,47,04-05-2014,12-10-2017,C21591,"£23,140.00",PVT-226,Zliten
WL-PV-21159,1,1st,Kyleigh Crosby,Male,50,05-05-2014,13-10-2017,V54171,"£64,873.00",CLS-193,Palermo
WL-PV-21160,0,1st,Tristen Knox,Female,48,06-05-2014,14-10-2017,K26534,"£39,011.00",GEN-237,Zawiya
WL-PV-21161,1,3rd,Kallie McDonald,Female,43,07-05-2014,15-10-2017,L12604,"£40,764.00",PVT-227,Cherbourg
WL-PV-21162,3,2nd,Calvin Brennan,Male,54,08-05-2014,16-10-2017,E25465,"£49,090.00",CLS-194,Southampton
WL-PV-21163,3,3rd,Elodie Magana,Male,37,09-05-2014,17-10-2017,R26502,"£57,376.00",GEN-238,Manchester
WL-PV-21164,1,2nd,Rey Hartman,Female,44,10-05-2014,18-10-2017,A65572,"£54,713.00",PVT-228,Paris
WL-PV-21165,0,1st,Kennedi Waters,Male,53,11-05-2014,19-10-2017,D25534,"£79,656.00",CLS-195,London
WL-PV-21166,0,1st,Maximilian Cortez,Female,57,12-05-2014,20-10-2017,B45922,"£48,721.00",GEN-239,Queenstown
WL-PV-21167,2,3rd,Haven Hamilton,Female,45,13-05-2014,21-10-2017,P14832,"£67,079.00",PVT-229,Naples
WL-PV-21168,6,2nd,Jason Chapman,Male,46,14-05-2014,22-10-2017,Y98594,"£36,795.00",CLS-196,Pula
WL-PV-21169,4,3rd,Zuri Calderon,Male,43,15-05-2014,23-10-2017,C21592,"£39,841.00",GEN-240,Rome
WL-PV-21170,5,2nd,Oakley Johnson,Female,45,16-05-2014,24-10-2017,V54172,"£61,351.00",PVT-230,Valencia
WL-PV-21171,0,1st,Emma Burton,Male,33,17-05-2014,25-10-2017,K26535,"£45,446.00",CLS-197,Qran
WL-PV-21172,6,1st,Zander Parker,Female,50,18-05-2014,26-10-2017,L12605,"£21,027.00",GEN-241,Nador
LD-SX-314254,4,3rd,Aubrey Santos,Female,49,19-05-2014,27-10-2017,E25466,"£64,691.00",PVT-231,Malaga
LD-SX-314255,3,2nd,Walker Austin,Male,35,20-05-2014,28-10-2017,R26503,"£79,709.00",CLS-198,Palma
LD-SX-314256,3,3rd,Alivia Thomas,Male,32,21-05-2014,29-10-2017,A65573,"£40,440.00",GEN-242,Algeris
LD-SX-314257,2,2nd,Logan Jaramillo,Female,35,22-05-2014,30-10-2017,D25535,"£37,793.00",PVT-232,Badalona
LD-SX-314258,4,1st,Guadalupe Newman,Male,47,23-05-2014,31-10-2017,B45923,"£43,322.00",CLS-199,Jijel
LD-SX-314259,4,1st,Anderson Lowery,Female,48,24-05-2014,01-11-2017,P14833,"£68,128.00",GEN-243,Nice
LD-SX-314260,5,3rd,Estelle Trejo,Female,47,25-05-2014,02-11-2017,Y98595,"£25,628.00",PVT-233,Annaba
LD-SX-314261,3,2nd,Wesson Harvey,Male,40,26-05-2014,03-11-2017,C21593,"£41,049.00",CLS-200,Bizerte
LD-SX-314262,6,3rd,Nicole Hendricks,Male,36,27-05-2014,04-11-2017,V54173,"£70,104.00",GEN-244,Tunis
LD-SX-314263,1,2nd,Dash Nava,Female,33,28-05-2014,05-11-2017,K26536,"£57,781.00",PVT-234,Sfax
LD-SX-314264,3,1st,Scout Kane,Male,39,29-05-2014,06-11-2017,L12606,"£59,009.00",CLS-201,Venice
LD-SX-314265,6,1st,Brock Parks,Female,47,30-05-2014,07-11-2017,E25467,"£55,248.00",GEN-245,Zliten
LD-SX-314266,5,3rd,Ainsley Wall,Female,34,31-05-2014,08-11-2017,R26504,"£48,079.00",PVT-235,Palermo
LD-SX-314267,4,2nd,Issac Woodward,Male,33,01-06-2014,09-11-2017,A65574,"£76,155.00",CLS-202,Zawiya
LD-SX-314268,5,3rd,Drew Burch,Male,45,02-06-2014,10-11-2017,D25536,"£76,977.00",GEN-246,Cherbourg
LD-SX-314269,1,2nd,Gerald Hawkins,Female,44,03-06-2014,11-11-2017,B45924,"£20,282.00",PVT-236,Southampton
LD-SX-314270,3,1st,Ariel Morse,Male,37,04-06-2014,12-11-2017,P14834,"£69,447.00",CLS-203,Manchester
LD-SX-314271,6,1st,Bode Wolfe,Female,51,05-06-2014,13-11-2017,Y98596,"£30,545.00",GEN-247,Paris
LD-SX-314272,6,3rd,Hallie Medrano,Female,46,06-06-2014,14-11-2017,C21594,"£75,321.00",PVT-237,London
LD-SX-314273,2,2nd,Arian Duke,Male,55,07-06-2014,15-11-2017,V54174,"£37,772.00",CLS-204,Queenstown
LD-SX-314274,4,3rd,Melani Guevara,Male,58,08-06-2014,16-11-2017,K26537,"£61,520.00",GEN-248,Naples
LD-SX-314275,0,2nd,Tommy Carroll,Female,35,09-06-2014,17-11-2017,L12607,"£35,499.00",PVT-238,Pula
LD-SX-314276,2,1st,Zara English,Male,54,10-06-2014,18-11-2017,E25468,"£73,810.00",CLS-205,Rome
LD-SX-314277,5,1st,Junior Hanna,Female,55,11-Jun-14,19-11-2017,R26505,"£46,484.00",GEN-249,Valencia
LD-SX-314278,5,3rd,Cynthia Macias,Female,33,12-Jun-14,20-11-2017,A65575,"£35,880.00",PVT-239,Qran
LD-SX-314279,0,2nd,Moshe Wilkins,Male,50,13-Jun-14,21-11-2017,D25537,"£32,490.00",CLS-206,Nador
LD-SX-314280,1,3rd,Amalia Hogan,Male,46,14-Jun-14,22-11-2017,B45925,"£79,508.00",GEN-250,Malaga
LD-SX-314281,0,2nd,Sonny Wolf,Female,45,15-Jun-14,23-11-2017,P14835,"£68,937.00",PVT-240,Palma
LD-SX-314282,3,1st,Jolene Maldonado,Male,47,16-Jun-14,24-11-2017,Y98597,"£55,564.00",CLS-207,Algeris
LD-SX-314283,5,1st,Javier Rush,Female,45,17-Jun-14,25-11-2017,C21595,"£42,421.00",GEN-251,Badalona
LD-SX-314284,4,3rd,Maleah Underwood,Female,43,18-Jun-14,26-11-2017,V54175,"£79,923.00",PVT-241,Jijel
LD-SX-314285,1,2nd,Reece Graves,Male,43,19-Jun-14,27-11-2017,K26538,"£22,462.00",CLS-208,Nice
LD-SX-314286,6,3rd,Elle Clark,Male,52,20-Jun-14,28-11-2017,L12608,"£32,412.00",GEN-252,Annaba
LD-SX-314287,5,2nd,John Greene,Female,46,21-Jun-14,29-11-2017,E25469,"£36,487.00",PVT-242,Bizerte
LD-SX-314288,6,1st,Selena McDaniel,Male,51,22-Jun-14,30-11-2017,R26506,"£78,310.00",CLS-209,Tunis
LD-SX-314289,6,1st,Major Chung,Female,49,23-Jun-14,01-12-2017,A65576,"£42,489.00",GEN-253,Sfax
LD-SX-314290,6,3rd,Rivka Moore,Female,35,24-Jun-14,02-12-2017,D25538,"£35,834.00",PVT-243,Venice
LD-SX-314291,6,2nd,Levi Pearson,Male,41,25-Jun-14,03-12-2017,B45926,"£52,041.00",CLS-210,Zliten
LD-SX-314292,2,3rd,Kiara Kramer,Male,30,26-Jun-14,04-12-2017,P14836,"£34,428.00",GEN-254,Palermo
LD-SX-314293,4,2nd,Kylan Lucero,Female,32,27-Jun-14,05-12-2017,Y98598,"£31,371.00",PVT-244,Zawiya
LD-SX-314294,5,1st,Ila Graham,Male,49,28-Jun-14,06-12-2017,C21596,"£75,029.00",CLS-211,Cherbourg
LD-SX-314295,1,1st,Giovanni Burns,Female,31,29-Jun-14,07-12-2017,V54176,"£51,260.00",GEN-255,Southampton
LD-SX-314296,1,3rd,Emerson Lopez,Female,57,30-Jun-14,08-12-2017,K26539,"£67,593.00",PVT-245,Manchester
LD-SX-314297,0,2nd,Michael George,Male,33,01-Jul-14,09-12-2017,L12609,"£78,686.00",CLS-212,Paris
LD-SX-314298,2,3rd,Adelyn Garcia,Male,34,02-Jul-14,10-12-2017,E25470,"£64,921.00",GEN-256,London
LD-SX-314299,0,2nd,James Moyer,Female,35,03-Jul-14,11-12-2017,R26507,"£58,395.00",PVT-246,Queenstown
LD-SX-314300,6,1st,Zola Melendez,Male,58,04-Jul-14,12-12-2017,A65577,"£43,231.00",CLS-213,Naples
LD-SX-314301,3,1st,Nikolas Sparks,Female,56,05-Jul-14,13-12-2017,D25539,"£64,753.00",GEN-257,Pula
LD-SX-314302,0,3rd,Aisha Bauer,Female,53,06-Jul-14,14-12-2017,B45927,"£37,714.00",PVT-247,Rome
LD-SX-314303,5,2nd,Kieran Wang,Male,59,07-Jul-14,15-12-2017,P14837,"£50,194.00",CLS-214,Valencia
LD-SX-314304,1,3rd,Kailani Wiggins,Male,40,08-Jul-14,16-12-2017,Y98599,"£39,658.00",GEN-258,Qran
LD-SX-314305,6,2nd,Azariah Diaz,Female,35,09-Jul-14,17-12-2017,C21597,"£42,310.00",PVT-248,Nador
LD-SX-314306,0,1st,Elena Frye,Male,31,10-Jul-14,18-12-2017,V54177,"£27,227.00",CLS-215,Malaga
LD-SX-314307,3,1st,Franco Simon,Female,47,11-Jul-14,19-12-2017,K26540,"£53,858.00",GEN-259,Palma
LD-SX-314308,5,3rd,Kalani Nguyen,Female,51,12-Jul-14,20-12-2017,L12610,"£40,719.00",PVT-249,Algeris
LD-SX-314309,1,2nd,Gabriel Johnson,Male,49,13-Jul-14,21-12-2017,E25471,"£30,346.00",CLS-216,Badalona
LD-SX-314310,3,3rd,Emma Lugo,Male,46,14-Jul-14,22-12-2017,R26508,"£33,050.00",GEN-260,Jijel
LD-SX-314311,6,2nd,Santos Rhodes,Female,34,15-Jul-14,23-12-2017,A65578,"£34,097.00",PVT-250,Nice
LD-SX-314312,2,1st,Tatum Cisneros,Male,38,16-Jul-14,24-12-2017,D25540,"£75,893.00",CLS-217,Annaba
LD-SX-314313,2,1st,Alden Horn,Female,48,17-Jul-14,25-12-2017,B45928,"£32,274.00",GEN-261,Bizerte
LD-SX-314314,5,3rd,Avah Hunter,Female,56,18-Jul-14,26-12-2017,P14838,"£60,141.00",PVT-251,Tunis
LD-SX-314315,5,2nd,Archer Whitehead,Male,54,19-Jul-14,27-12-2017,Y98600,"£39,918.00",CLS-218,Sfax
LD-SX-314316,2,3rd,Sylvie Santiago,Male,59,20-Jul-14,28-12-2017,C21598,"£75,590.00",GEN-262,Venice
LD-SX-314317,4,2nd,Beckham Gallegos,Female,58,21-Jul-14,29-12-2017,V54178,"£57,561.00",PVT-252,Zliten
LD-SX-314318,2,1st,Ari Preston,Male,37,22-Jul-14,30-12-2017,K26541,"£73,185.00",CLS-219,Palermo
LD-SX-314319,6,1st,Vincenzo Hanna,Female,55,23-Jul-14,31-12-2017,L12611,"£67,389.00",GEN-263,Zawiya
LD-SX-314320,1,3rd,Cynthia Marin,Female,42,24-Jul-14,01-01-2018,E25472,"£55,649.00",PVT-253,Cherbourg
LD-SX-314321,0,2nd,Aldo Ford,Male,54,25-Jul-14,02-01-2018,R26509,"£52,669.00",CLS-220,Southampton
LD-SX-314322,4,3rd,Alexandra Clayton,Male,31,26-Jul-14,03-01-2018,A65579,"£29,277.00",GEN-264,Manchester
LD-SX-314323,4,2nd,Boston Zamora,Female,46,27-Jul-14,04-01-2018,D25541,"£50,049.00",PVT-254,Paris
LD-SX-314324,3,1st,Sierra Donnell,Male,32,28-Jul-14,05-01-2018,B45929,"£30,407.00",CLS-221,London
LD-SX-314325,5,1st,Lian Morrison,Female,54,29-Jul-14,06-01-2018,P14839,"£70,089.00",GEN-265,Queenstown
LD-SX-314326,2,3rd,Rebecca Donaldson,Female,33,30-Jul-14,07-01-2018,Y98601,"£58,064.00",PVT-255,Naples
LD-SX-314327,5,2nd,Canaan Hansen,Male,59,31-Jul-14,08-01-2018,C21599,"£25,235.00",CLS-222,Pula
LD-SX-314328,6,3rd,Hope Burton,Male,31,01-Aug-14,09-01-2018,V54179,"£61,873.00",GEN-266,Rome
LD-SX-314329,3,2nd,Zander Sharp,Female,36,02-Aug-14,10-01-2018,K26542,"£75,561.00",PVT-256,Valencia
LD-SX-314330,3,1st,Camryn Santiago,Male,45,03-Aug-14,11-01-2018,L12612,"£22,528.00",CLS-223,Qran
LD-SX-314331,4,1st,Beckham Medina,Female,32,04-Aug-14,12-01-2018,E25473,"£40,198.00",GEN-267,Nador
LD-SX-314332,4,3rd,Elliana Macias,Female,51,05-Aug-14,13-01-2018,R26510,"£71,007.00",PVT-257,Malaga
LD-SX-314333,0,2nd,Moshe Russell,Male,35,06-Aug-14,14-01-2018,A65580,"£25,149.00",CLS-224,Palma
LD-SX-314334,1,3rd,Raelynn Hanna,Male,47,07-Aug-14,15-01-2018,D25542,"£56,838.00",GEN-268,Algeris
LD-SX-314335,6,2nd,Aydin Cisneros,Female,54,08-Aug-14,16-01-2018,B45930,"£71,381.00",PVT-258,Badalona
LD-SX-314336,4,1st,Janelle Baker,Male,33,09-Aug-14,17-01-2018,P14840,"£65,615.00",CLS-225,Jijel
LD-SX-314337,0,1st,Ezra Brewer,Female,51,10-Aug-14,18-01-2018,Y98602,"£43,610.00",GEN-269,Nice
LD-SX-314338,5,3rd,Thea Vance,Female,32,11-Aug-14,19-01-2018,C21600,"£76,918.00",PVT-259,Annaba
LD-SX-314339,2,2nd,Casen Conley,Male,30,12-Aug-14,20-01-2018,V54180,"£28,266.00",CLS-226,Bizerte
LD-SX-314340,0,3rd,Salem Peck,Male,51,13-Aug-14,21-01-2018,K26543,"£63,346.00",GEN-270,Tunis
LD-SX-314341,2,2nd,Yousef Simpson,Female,35,14-Aug-14,22-01-2018,L12613,"£48,715.00",PVT-260,Sfax
LD-SX-314342,6,1st,Anastasia Jacobson,Male,46,15-Aug-14,23-01-2018,E25474,"£49,835.00",CLS-227,Venice
LD-SX-314343,6,1st,Legacy Watkins,Female,54,16-Aug-14,24-01-2018,R26511,"£21,165.00",GEN-271,Zliten
LD-SX-314344,3,3rd,Lola Bentley,Female,52,17-Aug-14,25-01-2018,A65581,"£32,082.00",PVT-261,Palermo
LD-SX-314345,4,2nd,Randy Ashley,Male,35,18-Aug-14,26-01-2018,D25543,"£37,180.00",CLS-228,Zawiya
LD-SX-314346,4,3rd,Khalani Livingston,Male,45,19-Aug-14,27-01-2018,B45931,"£60,698.00",GEN-272,Cherbourg
LD-SX-314347,3,2nd,Ambrose Rodgers,Female,34,20-Aug-14,28-01-2018,P14841,"£35,756.00",PVT-262,Southampton
LD-SX-314348,6,1st,Selah Compton,Male,48,21-Aug-14,29-01-2018,Y98603,"£67,529.00",CLS-229,Manchester
LD-SX-314349,4,1st,Abner Tanner,Female,59,22-Aug-14,30-01-2018,C21601,"£31,984.00",GEN-273,Paris
LD-SX-314350,5,3rd,Harmoni Miller,Female,58,23-Aug-14,31-01-2018,V54181,"£24,981.00",PVT-263,London
LD-SX-314351,3,2nd,Benjamin Bravo,Male,41,24-Aug-14,01-02-2018,K26544,"£44,578.00",CLS-230,Queenstown
LD-SX-314352,0,3rd,Amoura Curtis,Male,33,25-Aug-14,02-02-2018,L12614,"£73,204.00",GEN-274,Naples
LD-SX-314353,3,2nd,Muhammad Wheeler,Female,32,26-Aug-14,03-02-2018,E25475,"£71,132.00",PVT-264,Pula
LD-SX-314354,3,1st,Sydney Parsons,Male,46,27-Aug-14,04-02-2018,R26512,"£33,637.00",CLS-231,Rome
LD-SX-314355,6,1st,Lewis Lugo,Female,31,28-Aug-14,05-02-2018,A65582,"£77,761.00",GEN-275,Valencia
LD-SX-314356,5,3rd,Kaylie Leblanc,Female,43,29-Aug-14,06-02-2018,D25544,"£76,862.00",PVT-265,Qran
LD-SX-314357,4,2nd,Braden Pollard,Male,38,30-Aug-14,07-02-2018,B45932,"£72,839.00",CLS-232,Nador
LD-SX-314358,6,3rd,Marisol Larson,Male,54,31-Aug-14,08-02-2018,P14842,"£23,101.00",GEN-276,Malaga
